CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
29,1117,17,40196,5,1,"	04","	070","	00333",3,2,14,1,6,2003,3,2,,,,"	01",3085,
29,1117,17,40196,5,1,"	05","	070","	00333",3,1,9,19,9,2008,2,2,,,,"	01",3085,
29,1117,17,40196,2,1,"	01","	070","	00333",1,1,41,25,9,1976,4,3,,1,,"	01",3085,9255
29,1117,17,40196,4,1,"	01","	070","	00333",1,1,42,17,7,1975,7,4,3,1,,"	01",3085,3085
29,1117,17,40196,4,1,"	02","	070","	00333",3,1,10,26,10,2007,2,4,,,,"	01",3085,
29,1117,17,40196,2,1,"	02","	070","	00333",2,2,38,23,5,1979,4,3,,,,"	01",3085,
29,1117,17,40196,2,1,"	03","	070","	00333",3,2,19,25,8,1998,4,3,,,,"	01",3085,
29,1117,17,40196,2,1,"	04","	070","	00333",3,2,16,3,2,2001,4,1,,,,"	01",3085,
29,1117,17,40196,2,1,"	05","	070","	00333",3,1,14,14,8,2003,3,2,,,,"	01",3085,
29,1117,17,40196,3,1,"	01","	070","	00333",1,1,42,16,2,1975,7,4,3,,,"	01",3085,
29,1117,17,40196,3,1,"	02","	070","	00333",2,2,44,14,3,1973,6,4,3,,,"	01",3085,
29,1117,17,40196,3,1,"	03","	070","	00333",3,2,17,4,8,2000,4,2,,,,"	01",3085,
29,1117,17,40196,3,1,"	04","	070","	00333",3,2,13,3,7,2004,3,1,,,,"	01",3085,
29,1117,17,40196,3,1,"	05","	070","	00333",4,1,87,8,5,1930,2,6,,1,,"	01",3085,9255
29,1117,17,40196,1,1,"	01","	070","	00333",1,1,35,13,7,1982,4,3,,1,,"	01",3085,6170
29,1117,17,40196,1,1,"	02","	070","	00333",2,2,48,9,6,1969,7,5,3,,,"	01",3085,
29,1117,17,40217,1,1,"	03","	070","	00334",3,2,18,17,6,1999,4,3,,1,,"	01",3114,9342
29,1117,17,40217,1,1,"	02","	070","	00334",2,2,45,24,11,1972,4,3,,,,"	01",3114,
29,1117,17,40217,1,1,"	01","	070","	00334",1,1,50,24,11,1967,3,3,,,,"	01",3114,
29,1117,17,40217,5,1,"	02","	070","	00334",2,2,57,13,7,1960,4,3,,1,,"	01",3114,6228
29,1117,17,40217,5,1,"	01","	070","	00334",1,1,55,17,2,1962,2,3,,,,"	01",3114,
29,1117,17,40217,3,1,"	02","	070","	00334",2,2,38,16,10,1979,7,3,3,1,,"	01",3114,6228
29,1117,17,40217,3,1,"	03","	070","	00334",3,1,12,2,6,2005,2,6,,,,"	01",3114,
29,1117,17,40217,2,1,"	01","	070","	00334",1,2,40,1,12,1977,7,3,3,1,,"	01",3114,3114
29,1117,17,40217,4,1,"	04","	070","	00334",3,2,,23,8,2017,,,,,,"	01",3114,
29,1117,17,40217,4,1,"	03","	070","	00334",3,2,1,4,9,2016,,,,,,"	01",3114,
29,1117,17,40217,4,1,"	02","	070","	00334",2,2,24,12,7,1993,3,3,,1,,"	01",3114,6228
29,1117,17,40217,4,1,"	01","	070","	00334",1,1,26,5,11,1991,3,3,,,,"	01",3114,
29,1117,17,40217,3,1,"	04","	070","	00334",3,1,7,11,11,2010,2,1,,,,"	01",3114,
29,1117,17,40217,3,1,"	01","	070","	00334",1,1,40,23,12,1976,4,3,,,,"	01",3114,
29,1117,17,40293,5,1,"	01","	071","	00335",1,1,39,11,12,1977,7,5,3,1,,"	01",4039,8078
29,1117,17,40293,5,1,"	02","	071","	00335",2,2,39,8,4,1978,6,4,2,,,"	01",4039,
29,1117,17,40293,5,1,"	03","	071","	00335",3,2,13,7,11,2004,3,1,,,,"	01",4039,
29,1117,17,40293,5,1,"	04","	071","	00335",3,2,10,16,4,2007,2,4,,,,"	01",4039,
29,1117,17,40293,4,1,"	04","	071","	00335",3,2,15,14,3,2002,3,2,,,,"	01",4039,
29,1117,17,40293,4,1,"	03","	071","	00335",3,1,23,16,6,1994,3,3,,,,"	01",4039,
29,1117,17,40293,4,1,"	02","	071","	00335",2,2,43,20,6,1974,3,3,,1,,"	01",4039,12117
29,1117,17,40293,4,1,"	01","	071","	00335",1,1,49,15,7,1968,3,3,,,,"	01",4039,
29,1117,17,40293,3,1,"	04","	071","	00335",3,1,17,23,11,1999,4,2,,,,"	01",4039,
29,1117,17,40293,3,1,"	03","	071","	00335",3,1,22,26,3,1995,7,4,3,1,,"	01",4039,12117
29,1117,17,40293,3,1,"	02","	071","	00335",2,2,50,19,8,1967,3,3,,,,"	01",4039,
29,1117,17,40293,3,1,"	01","	071","	00335",1,1,58,29,5,1959,2,6,,,,"	01",4039,
29,1117,17,40293,2,1,"	03","	071","	00335",3,2,7,12,2,2010,2,1,,,,"	01",4039,
29,1117,17,40293,2,1,"	02","	071","	00335",2,2,41,9,11,1975,,,,,,"	01",4039,
29,1117,17,40293,2,1,"	01","	071","	00335",1,1,44,7,8,1973,4,3,,1,,"	01",4039,8078
29,1117,17,40293,1,1,"	04","	071","	00335",4,1,6,20,1,2011,1,3,,,,"	01",4039,
29,1117,17,40293,1,1,"	03","	071","	00335",3,1,34,30,1,1983,3,3,,,,"	01",4039,
29,1117,17,40293,1,1,"	01","	071","	00335",1,1,57,21,5,1960,2,6,,1,,"	01",4039,12117
29,1117,17,40293,1,1,"	02","	071","	00335",2,2,52,6,3,1965,2,6,,,,"	01",4039,
29,1117,17,40383,1,1,"	01","	071","	00336",1,1,56,24,10,1961,4,3,,,,"	01",3487,
29,1117,17,40383,5,1,"	03","	071","	00336",3,1,45,2,2,1972,3,1,,,,"	01",3487,
29,1117,17,40383,1,1,"	03","	071","	00336",4,1,26,10,10,1991,4,3,,,,"	01",3487,
29,1117,17,40383,1,1,"	04","	071","	00336",3,2,27,15,10,1990,4,3,,,,"	01",3487,
29,1117,17,40383,1,1,"	05","	071","	00336",4,1,,20,2,2017,,,,,,"	01",3487,
29,1117,17,40383,2,1,"	01","	071","	00336",1,2,53,28,10,1964,3,3,,1,,"	01",3487,3487
29,1117,17,40383,3,1,"	01","	071","	00336",1,2,93,9,9,1924,6,3,1,,,"	01",3487,
29,1117,17,40383,3,1,"	02","	071","	00336",7,2,60,3,10,1957,4,3,,,,"	01",3487,
29,1117,17,40383,3,1,"	03","	071","	00336",3,1,66,9,5,1951,7,4,3,,,"	01",3487,
29,1117,17,40383,3,1,"	04","	071","	00336",3,2,67,24,10,1950,6,3,1,1,,"	01",3487,17435
29,1117,17,40383,3,1,"	05","	071","	00336",3,1,64,24,10,1953,7,5,3,,,"	01",3487,
29,1117,17,40383,4,1,"	01","	071","	00336",1,1,62,10,2,1955,2,6,,1,,"	01",3487,13948
29,1117,17,40383,4,1,"	02","	071","	00336",2,2,59,1,6,1958,3,1,,,,"	01",3487,
29,1117,17,40383,4,1,"	03","	071","	00336",4,1,22,8,2,1995,4,2,,,,"	01",3487,
29,1117,17,40383,4,1,"	04","	071","	00336",4,2,20,21,3,1997,4,3,,,,"	01",3487,
29,1117,17,40383,5,1,"	01","	071","	00336",1,1,76,7,12,1940,2,2,,,,"	01",3487,
29,1117,17,40383,5,1,"	02","	071","	00336",2,2,70,16,9,1947,2,5,,1,,"	01",3487,10461
29,1117,17,40383,1,1,"	02","	071","	00336",2,2,54,29,7,1963,6,3,1,1,,"	01",3487,13948
29,1117,17,40411,3,1,"	02","	070","	00337",2,2,40,13,12,1976,,,,,,"	01",3212,
29,1117,17,40411,4,1,"	03","	070","	00337",3,1,6,12,9,2011,1,3,,,,"	01",3212,
29,1117,17,40411,4,1,"	02","	070","	00337",2,1,40,26,8,1977,3,3,,1,,"	01",3212,6424
29,1117,17,40411,4,1,"	01","	070","	00337",1,2,23,12,10,1994,3,3,,,,"	01",3212,
29,1117,17,40411,5,1,"	04","	070","	00337",3,2,5,20,2,2012,1,2,,,,"	01",3212,
29,1117,17,40411,5,1,"	03","	070","	00337",3,2,15,29,9,2002,3,3,,,,"	01",3212,
29,1117,17,40411,5,1,"	02","	070","	00337",2,2,45,29,5,1972,6,3,2,1,,"	01",3212,6424
29,1117,17,40411,5,1,"	01","	070","	00337",1,1,41,7,5,1976,3,3,,,,"	01",3212,
29,1117,17,40411,4,1,"	04","	070","	00337",3,1,3,2,1,2014,,,,,,"	01",3212,
29,1117,17,40411,3,1,"	01","	070","	00337",1,1,64,12,8,1953,7,5,3,1,,"	01",3212,6424
29,1117,17,40411,2,1,"	04","	070","	00337",3,1,16,26,1,2001,4,1,,,,"	01",3212,
29,1117,17,40411,2,1,"	03","	070","	00337",3,2,28,13,9,1989,7,4,3,,,"	01",3212,
29,1117,17,40411,2,1,"	02","	070","	00337",2,2,56,20,7,1961,4,3,,,,"	01",3212,
29,1117,17,40411,2,1,"	01","	070","	00337",1,1,57,18,6,1960,3,3,,1,,"	01",3212,9636
29,1117,17,40411,1,1,"	04","	070","	00337",3,2,15,7,1,2002,3,3,,,,"	01",3212,
29,1117,17,40411,1,1,"	03","	070","	00337",3,1,9,8,3,2008,2,3,,,,"	01",3212,
29,1117,17,40411,1,1,"	02","	070","	00337",2,2,39,7,7,1978,3,3,,1,,"	01",3212,6424
29,1117,17,40411,1,1,"	01","	070","	00337",1,1,46,25,3,1971,2,1,,,,"	01",3212,
29,1117,17,40412,2,1,"	02","	071","	00338",2,2,29,5,1,1988,4,3,,1,,"	01",1385,2770
29,1117,17,40412,2,1,"	01","	071","	00338",1,1,30,8,1,1987,4,3,,,,"	01",1385,
29,1117,17,40412,4,1,"	02","	071","	00338",4,2,34,24,11,1983,7,4,3,,,"	01",1385,
29,1117,17,40412,4,1,"	01","	071","	00338",1,2,33,28,11,1983,7,5,3,1,,"	01",1385,2770
29,1117,17,40412,3,1,"	01","	071","	00338",1,1,46,12,3,1971,4,3,,,,"	01",1385,
29,1117,17,40412,5,1,"	03","	071","	00338",3,2,1,25,5,2016,,,,,,"	01",1385,
29,1117,17,40412,2,1,"	03","	071","	00338",3,1,9,26,2,2008,2,3,,,,"	01",1385,
29,1117,17,40412,3,1,"	02","	071","	00338",2,2,41,27,3,1976,3,3,,,,"	01",1385,
29,1117,17,40412,3,1,"	03","	071","	00338",3,1,19,4,4,1998,7,1,3,,,"	01",1385,
29,1117,17,40412,3,1,"	04","	071","	00338",3,2,21,4,1,1996,7,3,3,1,,"	01",1385,5540
29,1117,17,40412,5,1,"	01","	071","	00338",1,1,45,20,11,1972,4,3,,1,,"	01",1385,2770
29,1117,17,40412,2,1,"	04","	071","	00338",3,1,7,11,4,2010,2,1,,,,"	01",1385,
29,1117,17,40412,5,1,"	02","	071","	00338",2,2,37,27,7,1980,7,4,3,,1,"	01",1385,
29,1117,17,40420,4,1,"	02","	070","	00339",2,2,31,7,4,1986,3,3,,1,,"	01",3309,6618
29,1117,17,40420,4,1,"	03","	070","	00339",3,1,12,18,1,2005,2,6,,,,"	01",3309,
29,1117,17,40420,4,1,"	04","	070","	00339",3,2,9,9,2,2008,2,3,,,,"	01",3309,
29,1117,17,40420,4,1,"	05","	070","	00339",3,1,1,15,9,2016,,,,,,"	01",3309,
29,1117,17,40420,5,1,"	01","	070","	00339",1,1,67,27,9,1950,,,,,,"	01",3309,
29,1117,17,40420,5,1,"	02","	070","	00339",2,2,68,30,9,1949,,,,1,,"	01",3309,9927
29,1117,17,40420,5,1,"	03","	070","	00339",3,1,43,30,8,1974,2,6,,,,"	01",3309,
29,1117,17,40420,2,1,"	01","	070","	00339",1,2,52,26,10,1965,3,3,,1,,"	01",3309,6618
29,1117,17,40420,3,1,"	01","	070","	00339",1,1,69,12,1,1948,,,,,1,"	01",3309,
29,1117,17,40420,3,1,"	02","	070","	00339",2,2,69,20,8,1948,2,3,,1,,"	01",3309,9927
29,1117,17,40420,4,1,"	01","	070","	00339",1,1,36,28,11,1980,3,3,,,,"	01",3309,
29,1117,17,40420,3,1,"	04","	070","	00339",4,2,12,1,5,2005,2,5,,,,"	01",3309,
29,1117,17,40420,3,1,"	05","	070","	00339",4,2,9,19,10,2008,2,2,,,,"	01",3309,
29,1117,17,40420,2,1,"	02","	070","	00339",3,2,30,14,2,1987,7,1,3,,,"	01",3309,
29,1117,17,40420,3,1,"	03","	070","	00339",3,2,40,5,8,1977,3,3,,,,"	01",3309,
27,1117,18,40006,5,1,"	02","	064","	00340",2,2,40,8,6,1977,6,3,3,,,"	01",1844,
27,1117,18,40006,5,1,"	03","	064","	00340",3,1,16,19,9,2001,4,1,,,,"	01",1844,
27,1117,18,40006,5,1,"	04","	064","	00340",3,1,12,17,10,2005,2,6,,,,"	01",1844,
27,1117,18,40006,4,1,"	01","	064","	00340",1,1,83,7,9,1934,,,,1,,"	01",1844,3688
27,1117,18,40006,1,1,"	02","	064","	00340",3,2,7,7,3,2010,2,1,,,,"	01",1844,
27,1117,18,40006,1,1,"	03","	064","	00340",3,1,6,20,8,2011,1,3,,,,"	01",1844,
27,1117,18,40006,4,1,"	02","	064","	00340",2,2,85,20,2,1932,2,5,,,,"	01",1844,
27,1117,18,40006,3,1,"	01","	064","	00340",1,2,49,4,8,1968,3,3,,1,,"	01",1844,1844
27,1117,18,40006,2,1,"	03","	064","	00340",4,2,17,25,9,2000,4,2,,,,"	01",1844,
27,1117,18,40006,2,1,"	02","	064","	00340",3,2,26,18,7,1991,7,4,3,,,"	01",1844,
27,1117,18,40006,2,1,"	01","	064","	00340",1,2,59,16,9,1958,6,3,3,1,,"	01",1844,3688
27,1117,18,40006,5,1,"	01","	064","	00340",1,1,41,8,2,1976,3,3,,1,,"	01",1844,3688
27,1117,18,40006,1,1,"	01","	064","	00340",1,2,28,3,7,1989,3,3,,1,,"	01",1844,1844
27,1117,18,40035,5,1,"	02","	065","	00341",2,2,66,29,6,1951,3,3,,1,,"	01",1392,2784
27,1117,18,40035,5,1,"	01","	065","	00341",1,1,73,8,9,1944,2,6,,,,"	01",1392,
27,1117,18,40035,4,1,"	03","	065","	00341",3,1,25,24,7,1992,7,4,3,1,,"	01",1392,4176
27,1117,18,40035,4,1,"	02","	065","	00341",3,2,27,21,4,1990,7,4,3,,,"	01",1392,
27,1117,18,40035,4,1,"	01","	065","	00341",1,1,62,30,5,1955,2,6,,,,"	01",1392,
27,1117,18,40035,3,1,"	01","	065","	00341",1,2,56,22,4,1961,4,2,,1,,"	01",1392,1392
27,1117,18,40035,2,1,"	07","	065","	00341",4,2,,30,3,2017,,,,,,"	01",1392,
27,1117,18,40035,2,1,"	06","	065","	00341",4,2,6,6,2,2011,1,3,,,,"	01",1392,
27,1117,18,40035,2,1,"	05","	065","	00341",3,1,14,9,5,2003,3,2,,,,"	01",1392,
27,1117,18,40035,2,1,"	04","	065","	00341",3,2,19,1,10,1998,4,2,,1,,"	01",1392,5568
27,1117,18,40035,2,1,"	03","	065","	00341",3,2,25,15,5,1992,3,3,,,,"	01",1392,
27,1117,18,40035,2,1,"	02","	065","	00341",2,2,49,13,7,1968,4,3,,,,"	01",1392,
27,1117,18,40035,2,1,"	01","	065","	00341",1,1,51,6,3,1966,4,3,,,,"	01",1392,
27,1117,18,40035,1,1,"	05","	065","	00341",4,1,5,28,6,2012,1,2,,,,"	01",1392,
27,1117,18,40035,1,1,"	04","	065","	00341",4,1,23,6,10,1994,4,3,,,,"	01",1392,
27,1117,18,40035,1,1,"	03","	065","	00341",4,1,25,16,11,1991,4,3,,1,,"	01",1392,5568
27,1117,18,40035,1,1,"	02","	065","	00341",3,2,42,17,7,1975,4,3,,,,"	01",1392,
27,1117,18,40035,1,1,"	01","	065","	00341",1,2,65,17,2,1952,2,6,,,,"	01",1392,
27,1117,18,40047,5,1,"	01","	066","	00342",1,1,47,27,10,1970,7,3,3,1,,"	01",1128,3384
27,1117,18,40047,1,1,"	03","	066","	00342",3,1,20,6,3,1997,4,2,,1,,"	01",1128,3384
27,1117,18,40047,4,1,"	03","	066","	00342",2,2,56,12,12,1960,4,1,,,,"	01",1128,
27,1117,18,40047,4,1,"	02","	066","	00342",3,2,35,2,7,1982,7,5,3,,,"	01",1128,
27,1117,18,40047,4,1,"	01","	066","	00342",1,1,56,9,11,1961,7,4,3,1,,"	01",1128,3384
27,1117,18,40047,3,1,"	03","	066","	00342",3,1,18,27,6,1999,4,3,,,,"	01",1128,
27,1117,18,40047,3,1,"	02","	066","	00342",2,2,50,12,1,1967,3,3,,1,,"	01",1128,3384
27,1117,18,40047,3,1,"	01","	066","	00342",1,1,65,22,7,1952,7,5,3,,,"	01",1128,
27,1117,18,40047,1,1,"	01","	066","	00342",1,2,43,24,5,1974,4,3,,,,"	01",1128,
27,1117,18,40047,1,1,"	02","	066","	00342",3,2,25,11,3,1992,7,5,3,,,"	01",1128,
27,1117,18,40047,5,1,"	02","	066","	00342",2,2,44,9,3,1973,3,3,,,,"	01",1128,
27,1117,18,40047,5,1,"	03","	066","	00342",3,2,24,29,1,1993,7,4,3,,,"	01",1128,
27,1117,18,40047,5,1,"	04","	066","	00342",3,2,17,3,3,2000,4,2,,,,"	01",1128,
27,1117,18,40047,2,1,"	03","	066","	00342",3,2,18,5,2,1999,4,3,,,,"	01",1128,
27,1117,18,40047,2,1,"	01","	066","	00342",1,2,53,26,10,1964,3,3,,1,,"	01",1128,3384
27,1117,18,40047,1,1,"	04","	066","	00342",4,1,1,19,5,2016,,,,,,"	01",1128,
27,1117,18,40047,2,1,"	02","	066","	00342",3,1,24,24,2,1993,7,5,3,,,"	01",1128,
27,1117,18,40068,2,1,"	02","	065","	00343",2,2,51,23,5,1966,4,3,,,,"	01",1503,
27,1117,18,40068,2,1,"	01","	065","	00343",1,1,54,16,7,1963,4,2,,,,"	01",1503,
27,1117,18,40068,3,1,"	02","	065","	00343",2,2,26,4,4,1991,4,2,,1,,"	01",1503,3006
27,1117,18,40068,3,1,"	01","	065","	00343",1,1,27,23,5,1990,3,3,,,,"	01",1503,
27,1117,18,40068,4,1,"	03","	065","	00343",3,1,22,13,6,1995,7,2,3,,,"	01",1503,
27,1117,18,40068,4,1,"	02","	065","	00343",2,2,49,14,11,1967,3,3,,,,"	01",1503,
27,1117,18,40068,4,1,"	01","	065","	00343",1,1,51,10,4,1966,3,3,,1,,"	01",1503,4509
27,1117,18,40068,2,1,"	04","	065","	00343",3,1,18,11,4,1999,4,3,,,,"	01",1503,
27,1117,18,40068,1,1,"	01","	065","	00343",1,1,23,22,1,1994,7,3,3,1,,"	01",1503,3006
27,1117,18,40068,1,1,"	02","	065","	00343",2,2,25,7,8,1992,7,3,3,,,"	01",1503,
27,1117,18,40068,2,1,"	03","	065","	00343",3,1,25,7,8,1992,7,4,3,1,,"	01",1503,6012
27,1117,18,40100,1,1,"	03","	065","	00344",4,2,21,12,4,1996,3,3,,,,"	01",1379,
27,1117,18,40100,1,1,"	04","	065","	00344",4,2,18,27,1,1999,4,3,,,,"	01",1379,
27,1117,18,40100,1,1,"	05","	065","	00344",4,2,5,12,10,2012,1,2,,,,"	01",1379,
27,1117,18,40100,5,1,"	01","	065","	00344",1,1,45,6,5,1972,7,5,3,1,,"	01",1379,2758
27,1117,18,40100,5,1,"	02","	065","	00344",2,2,33,4,1,1984,7,5,3,,,"	01",1379,
27,1117,18,40100,5,1,"	03","	065","	00344",3,1,12,5,4,2005,2,6,,,,"	01",1379,
27,1117,18,40100,5,1,"	04","	065","	00344",3,2,1,3,4,2016,,,,,,"	01",1379,
27,1117,18,40100,2,1,"	01","	065","	00344",1,2,25,7,3,1992,7,6,3,1,,"	01",1379,1379
27,1117,18,40100,3,1,"	01","	065","	00344",1,1,62,23,11,1954,7,5,3,,,"	01",1379,
27,1117,18,40100,3,1,"	02","	065","	00344",2,2,40,25,8,1977,3,3,,1,,"	01",1379,4137
27,1117,18,40100,3,1,"	03","	065","	00344",3,1,22,18,12,1994,7,2,3,,,"	01",1379,
27,1117,18,40100,3,1,"	04","	065","	00344",3,2,15,19,11,2001,4,1,,,,"	01",1379,
27,1117,18,40100,3,1,"	05","	065","	00344",3,1,14,14,7,2003,3,2,,,,"	01",1379,
27,1117,18,40100,4,1,"	01","	065","	00344",1,2,51,29,12,1965,7,5,3,1,,"	01",1379,4137
27,1117,18,40100,4,1,"	02","	065","	00344",3,1,28,6,4,1989,7,5,3,,,"	01",1379,
27,1117,18,40100,4,1,"	03","	065","	00344",3,2,25,29,4,1992,7,4,3,,,"	01",1379,
27,1117,18,40100,1,1,"	01","	065","	00344",1,1,67,16,1,1950,2,6,,,,"	01",1379,
27,1117,18,40100,1,1,"	02","	065","	00344",2,2,64,9,6,1953,2,6,,1,,"	01",1379,5516
27,1117,18,40128,1,1,"	01","	065","	00345",1,1,40,19,12,1976,3,3,,,,"	01",1412,
27,1117,18,40128,1,1,"	02","	065","	00345",2,2,43,20,4,1974,6,3,2,1,,"	01",1412,4236
27,1117,18,40128,1,1,"	03","	065","	00345",3,2,18,3,12,1998,4,3,,,,"	01",1412,
27,1117,18,40128,1,1,"	04","	065","	00345",3,1,14,18,7,2003,3,2,,,,"	01",1412,
27,1117,18,40128,5,1,"	01","	065","	00345",1,2,20,20,7,1997,7,2,3,1,,"	01",1412,1412
27,1117,18,40128,2,1,"	01","	065","	00345",1,2,44,29,12,1972,3,3,,1,,"	01",1412,2824
27,1117,18,40128,2,1,"	02","	065","	00345",3,1,19,10,3,1998,7,1,3,,,"	01",1412,
27,1117,18,40128,4,1,"	01","	065","	00345",1,1,49,6,5,1968,7,1,3,,,"	01",1412,
27,1117,18,40128,4,1,"	02","	065","	00345",2,2,51,18,11,1965,9,2,4,1,,"	01",1412,2824
27,1117,18,40128,1,1,"	05","	065","	00345",3,2,10,2,6,2007,2,4,,,,"	01",1412,
27,1117,18,40133,5,1,"	01","	064","	00346",1,1,67,5,11,1950,,,,1,,"	01",1458,4374
27,1117,18,40133,4,1,"	02","	064","	00346",4,1,21,16,7,1996,7,3,3,1,,"	01",1458,2916
27,1117,18,40133,5,1,"	03","	064","	00346",3,2,18,30,10,1999,4,1,,,,"	01",1458,
27,1117,18,40133,5,1,"	04","	064","	00346",3,1,15,6,8,2002,3,3,,,,"	01",1458,
27,1117,18,40133,1,1,"	01","	064","	00346",1,1,49,17,11,1968,3,3,,1,,"	01",1458,1458
27,1117,18,40133,2,1,"	01","	064","	00346",1,1,52,7,2,1965,5,4,3,1,,"	01",1458,5832
27,1117,18,40133,2,1,"	02","	064","	00346",2,2,48,5,8,1969,3,3,,,,"	01",1458,
27,1117,18,40133,2,1,"	03","	064","	00346",3,2,23,3,12,1993,7,4,3,,,"	01",1458,
27,1117,18,40133,2,1,"	04","	064","	00346",3,1,20,14,12,1996,7,1,3,,,"	01",1458,
27,1117,18,40133,2,1,"	05","	064","	00346",3,2,15,27,2,2002,3,3,,,,"	01",1458,
27,1117,18,40133,3,1,"	01","	064","	00346",1,1,47,5,5,1970,2,6,,,,"	01",1458,
27,1117,18,40133,3,1,"	02","	064","	00346",2,2,46,10,2,1971,3,3,,,,"	01",1458,
27,1117,18,40133,3,1,"	03","	064","	00346",3,2,20,14,2,1997,7,3,3,,,"	01",1458,
27,1117,18,40133,3,1,"	04","	064","	00346",3,2,19,5,11,1998,4,2,,1,,"	01",1458,7290
27,1117,18,40133,3,1,"	05","	064","	00346",3,1,19,5,11,1998,3,3,,,,"	01",1458,
27,1117,18,40133,3,1,"	06","	064","	00346",3,1,13,31,8,2004,3,1,,,,"	01",1458,
27,1117,18,40133,4,1,"	01","	064","	00346",1,2,63,5,12,1953,3,3,,,,"	01",1458,
27,1117,18,40133,5,1,"	02","	064","	00346",2,2,46,24,1,1971,3,3,,,,"	01",1458,
27,1117,18,40174,5,1,"	01","	064","	00347",1,1,38,17,5,1979,2,6,,,,"	01",1646,
27,1117,18,40174,4,1,"	05","	064","	00347",4,1,1,4,10,2016,,,,,,"	01",1646,
27,1117,18,40174,5,1,"	03","	064","	00347",4,1,55,24,10,1962,3,3,,,,"	01",1646,
27,1117,18,40174,5,1,"	04","	064","	00347",3,1,11,23,8,2006,2,5,,,,"	01",1646,
27,1117,18,40174,5,1,"	05","	064","	00347",3,2,3,14,12,2013,,,,,,"	01",1646,
27,1117,18,40174,2,1,"	01","	064","	00347",1,1,52,17,2,1965,3,3,,1,,"	01",1646,4938
27,1117,18,40174,2,1,"	02","	064","	00347",2,2,48,20,10,1969,3,3,,,,"	01",1646,
27,1117,18,40174,2,1,"	03","	064","	00347",3,2,23,5,3,1994,4,3,,,,"	01",1646,
27,1117,18,40174,2,1,"	04","	064","	00347",3,2,17,7,12,1999,4,2,,,,"	01",1646,
27,1117,18,40174,2,1,"	05","	064","	00347",4,1,2,7,12,2014,,,,,,"	01",1646,
27,1117,18,40174,3,1,"	01","	064","	00347",1,1,29,30,3,1988,3,3,,1,,"	01",1646,1646
27,1117,18,40174,4,1,"	01","	064","	00347",1,2,49,4,11,1968,4,2,,1,,"	01",1646,4938
27,1117,18,40174,4,1,"	02","	064","	00347",3,2,25,9,11,1992,3,3,,,,"	01",1646,
27,1117,18,40174,4,1,"	03","	064","	00347",3,1,21,16,7,1996,4,2,,,,"	01",1646,
27,1117,18,40174,4,1,"	04","	064","	00347",4,2,6,9,11,2011,1,3,,,,"	01",1646,
27,1117,18,40174,5,1,"	02","	064","	00347",2,2,27,22,7,1990,3,3,,1,,"	01",1646,4938
27,1117,18,40188,4,1,"	01","	064","	00348",1,1,32,1,11,1985,4,3,,,,"	01",1517,
27,1117,18,40188,2,1,"	03","	064","	00348",3,2,18,4,10,1999,4,2,,,,"	01",1517,
27,1117,18,40188,4,1,"	03","	064","	00348",3,1,5,20,2,2012,1,2,,,,"	01",1517,
27,1117,18,40188,1,1,"	01","	064","	00348",1,1,57,22,1,1960,4,1,,,,"	01",1517,
27,1117,18,40188,1,1,"	02","	064","	00348",2,2,58,22,8,1959,7,5,3,1,,"	01",1517,6068
27,1117,18,40188,1,1,"	03","	064","	00348",3,2,31,29,12,1985,7,5,3,,,"	01",1517,
27,1117,18,40188,1,1,"	04","	064","	00348",4,2,25,12,9,1992,7,4,3,,,"	01",1517,
27,1117,18,40188,5,1,"	01","	064","	00348",1,1,22,2,8,1995,3,3,,,,"	01",1517,
27,1117,18,40188,5,1,"	02","	064","	00348",4,2,38,24,4,1979,4,3,,,,"	01",1517,
27,1117,18,40188,5,1,"	03","	064","	00348",4,1,19,4,1,1998,3,3,,1,,"	01",1517,6068
27,1117,18,40188,5,1,"	04","	064","	00348",3,2,18,12,11,1998,3,3,,,,"	01",1517,
27,1117,18,40188,3,1,"	01","	064","	00348",1,2,32,1,2,1985,3,1,,1,,"	01",1517,1517
27,1117,18,40188,3,1,"	02","	064","	00348",3,2,15,4,3,2002,3,1,,,,"	01",1517,
27,1117,18,40188,3,1,"	03","	064","	00348",3,2,10,2,12,2006,2,5,,,,"	01",1517,
27,1117,18,40188,3,1,"	04","	064","	00348",3,1,4,4,12,2012,,,,,,"	01",1517,
27,1117,18,40188,2,1,"	01","	064","	00348",1,2,44,11,4,1973,4,3,,1,,"	01",1517,4551
27,1117,18,40188,2,1,"	02","	064","	00348",3,1,20,25,12,1996,4,3,,,,"	01",1517,
27,1117,18,40188,4,1,"	02","	064","	00348",2,2,29,15,10,1988,3,3,,1,,"	01",1517,3034
27,1117,18,40194,5,1,"	01","	064","	00349",1,2,60,22,10,1957,3,3,,,,"	01",1319,
27,1117,18,40194,5,1,"	02","	064","	00349",3,2,28,19,6,1989,7,4,3,1,,"	01",1319,2638
27,1117,18,40194,5,1,"	03","	064","	00349",4,1,10,4,2,2007,2,4,,,,"	01",1319,
27,1117,18,40194,1,1,"	01","	064","	00349",1,1,45,2,8,1972,7,1,3,1,,"	01",1319,1319
27,1117,18,40194,3,1,"	01","	064","	00349",1,2,60,11,7,1957,7,5,3,1,,"	01",1319,2638
